annee,indicateur,croissance_pct,source,note
2001,rémunération par salarié,6.0,"UNdata, SNA tableau 4.1, série 100 (SCN 1993, base 1997), rémunération versée par les résidents (données INS transmises à l'ONU) / INS, enquête nationale sur la population et l'emploi, rapport 2005, tableau 27",
2002,rémunération par salarié,3.67,"INS, Les comptes de la nation, édition 2001-2005 / INS, enquête nationale sur la population et l'emploi, rapport 2005, tableau 27",
2003,rémunération par salarié,7.14,"INS, Les comptes de la nation, édition 2002-2006 / INS, enquête nationale sur la population et l'emploi, rapport 2005, tableau 27",
2006,rémunération par salarié,6.54,"INS, Les comptes de la nation, édition 2005-2009 / INS, enquête nationale sur la population et l'emploi, rapport 2010, tableau 33",
2007,rémunération par salarié,6.0,"INS, Les comptes de la nation, édition 2006-2010 / INS, enquête nationale sur la population et l'emploi, rapport 2010, tableau 33",
2008,rémunération par salarié,8.67,"INS, Les comptes de la nation, édition 2007-2011 / INS, enquête nationale sur la population et l'emploi, rapport 2010, tableau 33",
2009,rémunération par salarié,5.09,"INS, Les comptes de la nation, édition 2008-2012 / INS, enquête nationale sur la population et l'emploi, rapport 2010, tableau 33",
2010,rémunération par salarié,7.56,"INS, Les comptes de la nation, édition 2007-2011 / INS, enquête nationale sur la population et l'emploi, rapport 2010, tableau 33",
2011,rémunération par salarié,8.83,"INS, Les comptes de la nation, édition 2007-2011 / INS, enquête emploi, rapport 2010, tableau 33 (2010) et rapport 2012, tableau 30 (2011)",mai 2010 → moyenne 2011 : changement de mesure
2012,rémunération par salarié,4.22,"INS, Les comptes de la nation, édition 2011-2015 / INS, enquête nationale sur la population et l'emploi, rapport 2012, tableau 30",
1999,"salaire annuel moyen des secteurs productifs non agricoles, BCT",7.4,"BCT, Rapport annuel 1999, p. 111 du PDF (p. 104 imprimée), section « Salaires », prose, lecture image",taux imprimé ; niveaux révisés d'un rapport à l'autre
2000,"salaire annuel moyen des secteurs productifs non agricoles, BCT",6.3,"BCT, Rapport annuel 2000, p. 114 du PDF (p. 107 imprimée), section « Salaires », prose, lecture image",taux imprimé ; niveaux révisés d'un rapport à l'autre
2001,"salaire annuel moyen des secteurs productifs non agricoles, BCT",6.0,"BCT, Rapport annuel 2001, p. 112 du PDF (p. 102 imprimée), section « Salaires », prose, lecture image",taux imprimé ; niveaux révisés d'un rapport à l'autre
2002,"salaire annuel moyen des secteurs productifs non agricoles, BCT",5.5,"BCT, Rapport annuel 2002, p. 110 du PDF (p. 101 imprimée), section « Salaires », prose, lecture image",taux imprimé ; niveaux révisés d'un rapport à l'autre
2003,"salaire annuel moyen des secteurs productifs non agricoles, BCT",5.0,"BCT, Rapport annuel 2003, p. 117 du PDF (p. 106 imprimée), section « Salaires », prose, lecture image",taux imprimé ; niveaux révisés d'un rapport à l'autre
2004,"salaire annuel moyen des secteurs productifs non agricoles, BCT",4.7,"BCT, Rapport annuel 2004, p. 119 du PDF (p. 104 imprimée), section « Salaires », prose, lecture image",taux imprimé ; niveaux révisés d'un rapport à l'autre
2005,"salaire annuel moyen des secteurs productifs non agricoles, BCT",3.1,"BCT, Rapport annuel 2005, p. 121 du PDF (p. 107 imprimée), section « Salaires », prose, lecture image",taux imprimé ; niveaux révisés d'un rapport à l'autre
2006,"salaire annuel moyen des secteurs productifs non agricoles, BCT",6.4,"BCT, Rapport annuel 2007, p. 134 du PDF (p. 111 imprimée), section « Salaires », prose, lecture image",taux imprimé ; niveaux révisés d'un rapport à l'autre ; taux de 2006 imprimé par le rapport 2007
2007,"salaire annuel moyen des secteurs productifs non agricoles, BCT",4.6,"BCT, Rapport annuel 2007, p. 134 du PDF (p. 111 imprimée), section « Salaires », prose, lecture image",taux imprimé ; niveaux révisés d'un rapport à l'autre
1995,salaire annuel moyen déclaré CNSS,7.2,"Banque mondiale, Republic of Tunisia. Employment Strategy, vol. II : Annexes, rapport 25456-TUN (28 mai 2004), annexe 8, tableau 8.1 « CNSS Summary Statistics 1994-2001 », p. 39 du PDF, lecture image ; source citée : CNSS","tous salariés déclarés, années incomplètes comprises ; hors administration publique ; taux imprimé ; 7.16 % d'après les niveaux"
1996,salaire annuel moyen déclaré CNSS,3.0,"Banque mondiale, Republic of Tunisia. Employment Strategy, vol. II : Annexes, rapport 25456-TUN (28 mai 2004), annexe 8, tableau 8.1 « CNSS Summary Statistics 1994-2001 », p. 39 du PDF, lecture image ; source citée : CNSS","tous salariés déclarés, années incomplètes comprises ; hors administration publique ; taux imprimé ; 3.05 % d'après les niveaux"
1997,salaire annuel moyen déclaré CNSS,6.9,"Banque mondiale, Republic of Tunisia. Employment Strategy, vol. II : Annexes, rapport 25456-TUN (28 mai 2004), annexe 8, tableau 8.1 « CNSS Summary Statistics 1994-2001 », p. 39 du PDF, lecture image ; source citée : CNSS","tous salariés déclarés, années incomplètes comprises ; hors administration publique ; taux imprimé ; 6.90 % d'après les niveaux"
1998,salaire annuel moyen déclaré CNSS,6.3,"Banque mondiale, Republic of Tunisia. Employment Strategy, vol. II : Annexes, rapport 25456-TUN (28 mai 2004), annexe 8, tableau 8.1 « CNSS Summary Statistics 1994-2001 », p. 39 du PDF, lecture image ; source citée : CNSS","tous salariés déclarés, années incomplètes comprises ; hors administration publique ; taux imprimé ; 6.30 % d'après les niveaux"
1999,salaire annuel moyen déclaré CNSS,5.3,"Banque mondiale, Republic of Tunisia. Employment Strategy, vol. II : Annexes, rapport 25456-TUN (28 mai 2004), annexe 8, tableau 8.1 « CNSS Summary Statistics 1994-2001 », p. 39 du PDF, lecture image ; source citée : CNSS","tous salariés déclarés, années incomplètes comprises ; hors administration publique ; taux imprimé ; 5.31 % d'après les niveaux"
2000,salaire annuel moyen déclaré CNSS,2.7,"Banque mondiale, Republic of Tunisia. Employment Strategy, vol. II : Annexes, rapport 25456-TUN (28 mai 2004), annexe 8, tableau 8.1 « CNSS Summary Statistics 1994-2001 », p. 39 du PDF, lecture image ; source citée : CNSS","tous salariés déclarés, années incomplètes comprises ; hors administration publique ; taux imprimé ; 2.67 % d'après les niveaux"
2001,"salaire déclaré CNSS, privé non agricole (salariés permanents)",5.42,"INS, taux trimestriels : T1 1.07 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040) ; T2 1.87 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040) ; T3 1.62 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040) ; T4 0.76 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040)","taux trimestriels chaînés, pris au premier portail de l'INS (source : « INS », sans mention de la CNSS ; méthode non documentée)"
2002,"salaire déclaré CNSS, privé non agricole (salariés permanents)",4.94,"INS, taux trimestriels : T1 0.9 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040) ; T2 1.1 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040) ; T3 0.86 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040) ; T4 2.0 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040)","taux trimestriels chaînés, pris au premier portail de l'INS (source : « INS », sans mention de la CNSS ; méthode non documentée)"
2003,"salaire déclaré CNSS, privé non agricole (salariés permanents)",5.56,"INS, taux trimestriels : T1 2.07 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040) ; T2 1.35 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040) ; T3 1.19 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040) ; T4 0.84 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040)","taux trimestriels chaînés, pris au premier portail de l'INS (source : « INS », sans mention de la CNSS ; méthode non documentée)"
2004,"salaire déclaré CNSS, privé non agricole (salariés permanents)",4.87,"INS, taux trimestriels : T1 0.96 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040) ; T2 1.63 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040) ; T3 1.48 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040) ; T4 0.72 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040)","taux trimestriels chaînés, pris au premier portail de l'INS (source : « INS », sans mention de la CNSS ; méthode non documentée)"
2005,"salaire déclaré CNSS, privé non agricole (salariés permanents)",4.73,"INS, taux trimestriels : T1 0.84 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040) ; T2 1.13 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040) ; T3 0.75 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040) ; T4 1.93 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040)","taux trimestriels chaînés, pris au premier portail de l'INS (source : « INS », sans mention de la CNSS ; méthode non documentée)"
2006,"salaire déclaré CNSS, privé non agricole (salariés permanents)",5.77,"INS, taux trimestriels : T1 2.07 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040) ; T2 1.45 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040) ; T3 1.16 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040) ; T4 0.97 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040)","taux trimestriels chaînés, pris au premier portail de l'INS (source : « INS », sans mention de la CNSS ; méthode non documentée) ; révisé (T2)"
2007,"salaire déclaré CNSS, privé non agricole (salariés permanents)",5.15,"INS, taux trimestriels : T1 1.11 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040) ; T2 1.51 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040) ; T3 1.43 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040) ; T4 1.0 (portail INS, mise à jour du 30/06/2009 (capture du 13/07/2009), http://web.archive.org/web/20090713025533/http://www.ins.nat.tn:80/ar/donnee_conjoncturelle1.php?Code_indicateur=0402040)","taux trimestriels chaînés, pris au premier portail de l'INS (source : « INS », sans mention de la CNSS ; méthode non documentée) ; révisé (T4) ; T4 redressé par l'INS en 2009"
2008,"salaire déclaré CNSS, privé non agricole (salariés permanents)",5.08,"INS, taux trimestriels : T1 1.12 (Bulletin mensuel de la statistique 2009-08, tableau 2.2, p. 9) ; T2 1.07 (Bulletin mensuel de la statistique 2009-10, tableau 2.2, p. 9) ; T3 1.16 (Bulletin mensuel de la statistique 2010-03, tableau 2.2, p. 9) ; T4 1.64 (Bulletin mensuel de la statistique 2010-05, tableau 2.2, p. 9)","panel de salariés permanents, taux trimestriels chaînés ; révisé (T1, T2, T3, T4) ; trimestres de 2008 redressés par l'INS en 2009"
2009,"salaire déclaré CNSS, privé non agricole (salariés permanents)",5.93,"INS, taux trimestriels : T1 1.76 (Bulletin mensuel de la statistique 2010-09, tableau 2.2, p. 9) ; T2 1.4 (Bulletin mensuel de la statistique 2010-11, tableau 2.2, p. 9) ; T3 1.16 (Bulletin mensuel de la statistique 2011-01, tableau 2.2, p. 9) ; T4 1.48 (Bulletin mensuel de la statistique 2011-02, tableau 2.2, p. 9)","panel de salariés permanents, taux trimestriels chaînés ; révisé (T2, T3, T4)"
2010,"salaire déclaré CNSS, privé non agricole (salariés permanents)",5.92,"INS, taux trimestriels : T1 1.58 (Bulletin mensuel de la statistique 2011-08, tableau 2.2, p. 9) ; T2 1.57 (Bulletin mensuel de la statistique 2011-12, tableau 2.2, p. 9) ; T3 1.52 (Bulletin mensuel de la statistique 2012-01, tableau 2.2, p. 9) ; T4 1.12 (Bulletin mensuel de la statistique 2012-06, tableau 2.2, p. 9)","panel de salariés permanents, taux trimestriels chaînés ; révisé (T1, T2, T3, T4) ; taux annuel publié par l'INS : 5.8"
2011,"salaire déclaré CNSS, privé non agricole (salariés permanents)",6.37,"INS, taux trimestriels : T1 1.23 (Bulletin mensuel de la statistique 2012-08, tableau 2.2, p. 12) ; T2 1.64 (Bulletin mensuel de la statistique 2012-10, tableau 2.2, p. 12) ; T3 1.27 (Bulletin mensuel de la statistique 2013-02, tableau 2.2, p. 12) ; T4 2.09 (Bulletin mensuel de la statistique 2013-05, tableau 2.2, p. 12)","panel de salariés permanents, taux trimestriels chaînés ; révisé (T1, T2, T4) ; taux annuel publié par l'INS : 6.2"
2012,"salaire déclaré CNSS, privé non agricole (salariés permanents)",7.42,"INS, taux trimestriels : T1 2.23 (Bulletin mensuel de la statistique 2013-07, tableau 2.2, p. 12) ; T2 1.27 (Bulletin mensuel de la statistique 2013-10, tableau 2.2, p. 12) ; T3 1.2 (Bulletin mensuel de la statistique 2014-01, tableau 2.2, p. 12) ; T4 2.53 (Bulletin mensuel de la statistique 2014-06, tableau 2.2, p. 12)","panel de salariés permanents, taux trimestriels chaînés ; révisé (T2, T4) ; taux annuel publié par l'INS : 7.2"
2013,"salaire déclaré CNSS, privé non agricole (salariés permanents)",6.1,"INS, taux trimestriels : T1 2.6 (Bulletin mensuel de la statistique 2014-07, tableau 2.2, p. 12) ; T2 1.43 (Bulletin mensuel de la statistique 2014-10, tableau 2.2, p. 12) ; T3 0.9 (Bulletin mensuel de la statistique 2015-01, tableau 2.2, p. 12) ; T4 1.04 (Bulletin mensuel de la statistique 2015-06, tableau 2.2, p. 12)","panel de salariés permanents, taux trimestriels chaînés ; révisé (T1, T4) ; taux annuel publié par l'INS : 6.0"
2014,"salaire déclaré CNSS, privé non agricole (salariés permanents)",5.58,"INS, taux trimestriels : T1 1.11 (Bulletin mensuel de la statistique 2015-08, tableau 2.2, p. 12) ; T2 1.06 (Bulletin mensuel de la statistique 2015-10, tableau 2.2, p. 12) ; T3 1.18 (Bulletin mensuel de la statistique 2016-02, tableau 2.2, p. 12) ; T4 2.12 (Bulletin mensuel de la statistique 2016-09, tableau 2.2, p. 12)","panel de salariés permanents, taux trimestriels chaînés ; révisé (T1, T2, T3, T4) ; taux annuel publié par l'INS : 5.5"
2015,"salaire déclaré CNSS, privé non agricole (salariés permanents)",6.48,"INS, taux trimestriels : T1 2.25 (Bulletin mensuel de la statistique 2016-09, tableau 2.2, p. 12) ; T2 1.51 (Bulletin mensuel de la statistique 2016-10, tableau 2.2, p. 12) ; T3 0.8 (Bulletin mensuel de la statistique 2017-01, tableau 2.2, p. 12) ; T4 1.77 (Bulletin mensuel de la statistique 2017-07, tableau 2.2, p. 12)","panel de salariés permanents, taux trimestriels chaînés ; révisé (T1, T2, T3, T4) ; taux annuel publié par l'INS : 6.5"
2016,"salaire déclaré CNSS, privé non agricole (salariés permanents)",6.2,"INS, taux trimestriels : T1 1.83 (Bulletin mensuel de la statistique 2017-07, tableau 2.2, p. 12) ; T2 1.38 (Bulletin mensuel de la statistique 2017-10, tableau 2.2, p. 12) ; T3 1.07 (Bulletin mensuel de la statistique 2018-02, tableau 2.2, p. 12) ; T4 1.78 (Bulletin mensuel de la statistique 2018-08, tableau 2.2, p. 12)","panel de salariés permanents, taux trimestriels chaînés ; révisé (T1, T2, T4) ; taux annuel publié par l'INS : 6.2"
2017,"salaire déclaré CNSS, privé non agricole (salariés permanents)",6.75,"INS, taux trimestriels : T1 1.86 (Bulletin mensuel de la statistique 2018-08, tableau 2.2, p. 12) ; T2 1.37 (Bulletin mensuel de la statistique 2019-02, tableau 2.2, p. 12) ; T3 1.62 (Bulletin mensuel de la statistique 2019-02, tableau 2.2, p. 12) ; T4 1.74 (Bulletin mensuel de la statistique 2019-07, tableau 2.2, p. 12)","panel de salariés permanents, taux trimestriels chaînés ; révisé (T1, T2, T3, T4) ; taux annuel publié par l'INS : 6.7"
2018,"salaire déclaré CNSS, privé non agricole (salariés permanents)",6.0,"INS, taux trimestriels : T1 1.88 (Bulletin mensuel de la statistique 2019-10, tableau 2.2, p. 12) ; T2 1.01 (Bulletin mensuel de la statistique 2020-04, tableau 2.2, p. 12) ; T3 1.2 (portail INS, mise à jour du 24/03/2021, http://web.archive.org/web/20211112201417/https://www.ins.tn/statistiques/99) ; T4 1.78 (Bulletin mensuel de la statistique 2020-09, tableau 2.2, p. 12)","panel de salariés permanents, taux trimestriels chaînés ; révisé (T2, T3, T4) ; taux annuel publié par l'INS : 6.0"
2019,"salaire déclaré CNSS, privé non agricole (salariés permanents)",6.23,"INS, taux trimestriels : T1 1.88 (Bulletin mensuel de la statistique 2020-09, tableau 2.2, p. 12) ; T2 1.67 (Bulletin mensuel de la statistique 2022-01, tableau 2.2, p. 12) ; T3 1.31 (Bulletin mensuel de la statistique 2022-01, tableau 2.2, p. 12) ; T4 1.23 (Bulletin mensuel de la statistique 2022-01, tableau 2.2, p. 12)","panel de salariés permanents, taux trimestriels chaînés ; révisé (T1, T2, T4) ; taux annuel publié par l'INS : 6.2"
2020,"salaire déclaré CNSS, privé non agricole (salariés permanents)",3.99,"INS, taux trimestriels : T1 1.38 (Bulletin mensuel de la statistique 2022-01, tableau 2.2, p. 12) ; T2 0.61 (Bulletin mensuel de la statistique 2022-01, tableau 2.2, p. 12) ; T3 0.7 (portail INS, mise à jour du 18/04/2022, http://web.archive.org/web/20220814114420/https://www.ins.tn/statistiques/99) ; T4 1.24 (Bulletin mensuel de la statistique 2023-01, tableau 2.2, p. 12)","panel de salariés permanents, taux trimestriels chaînés ; révisé (T2) ; taux annuel publié par l'INS : 4.0"
2021,"salaire déclaré CNSS, privé non agricole (salariés permanents)",3.88,"INS, taux trimestriels : T1 1.3 (Bulletin mensuel de la statistique 2023-01, tableau 2.2, p. 12) ; T2 0.9 (portail INS, mise à jour du 14/03/2024, http://web.archive.org/web/20240414193049/https://www.ins.tn/statistiques/99) ; T3 0.63 (Bulletin mensuel de la statistique 2023-01, tableau 2.2, p. 12) ; T4 1.0 (portail INS, mise à jour du 23/05/2024, http://web.archive.org/web/20250120115500/https://www.ins.tn/statistiques/99)","panel de salariés permanents, taux trimestriels chaînés ; révisé (T2, T4) ; taux annuel publié par l'INS : 3.9"
2022,"salaire déclaré CNSS, privé non agricole (salariés permanents)",5.61,"INS, taux trimestriels : T1 1.5 (portail INS, mise à jour du 23/05/2024, http://web.archive.org/web/20250120115500/https://www.ins.tn/statistiques/99) ; T2 1.4 (portail INS, mise à jour du 06/11/2024, http://web.archive.org/web/20250421090655/https://www.ins.tn/statistiques/99) ; T3 0.9 (portail INS, mise à jour du 06/11/2024, http://web.archive.org/web/20250421090655/https://www.ins.tn/statistiques/99) ; T4 1.7 (portail INS, mise à jour du 03/06/2025, http://web.archive.org/web/20250618181852/https://www.ins.tn/statistiques/99)","panel de salariés permanents, taux trimestriels chaînés ; révisé (T1, T2, T3, T4) ; taux annuel publié par l'INS : 4.6 (provisoire, avant révision des trimestres)"
2023,"salaire déclaré CNSS, privé non agricole (salariés permanents)",6.34,"INS, taux trimestriels : T1 2.3 (portail INS, mise à jour du 03/06/2025, http://web.archive.org/web/20250618181852/https://www.ins.tn/statistiques/99) ; T2 1.2 (Bulletin mensuel de la statistique 2025-08, tableau 2.2, p. 10) ; T3 0.8 (Bulletin mensuel de la statistique 2025-08, tableau 2.2, p. 10) ; T4 1.9 (portail INS, mise à jour du 10/08/2026, https://www.ins.tn/statistiques/99)","panel de salariés permanents, taux trimestriels chaînés ; révisé (T2)"
2024,"salaire déclaré CNSS, privé non agricole (salariés permanents)",6.87,"INS, taux trimestriels : T1 2.1 (portail INS, mise à jour du 10/08/2026, https://www.ins.tn/statistiques/99) ; T2 1.5 (portail INS, mise à jour du 10/08/2026, https://www.ins.tn/statistiques/99) ; T3 1.0 (portail INS, mise à jour du 10/08/2026, https://www.ins.tn/statistiques/99) ; T4 2.1 (portail INS, mise à jour du 10/08/2026, https://www.ins.tn/statistiques/99)","panel de salariés permanents, taux trimestriels chaînés ; révisé (T1, T2, T3, T4)"
2025,"salaire déclaré CNSS, privé non agricole (salariés permanents)",5.92,"INS, taux trimestriels : T1 1.7 (portail INS, mise à jour du 10/08/2026, https://www.ins.tn/statistiques/99) ; T2 1.5 (portail INS, mise à jour du 10/08/2026, https://www.ins.tn/statistiques/99) ; T3 0.8 (portail INS, mise à jour du 10/08/2026, https://www.ins.tn/statistiques/99) ; T4 1.8 (portail INS, mise à jour du 10/08/2026, https://www.ins.tn/statistiques/99)","panel de salariés permanents, taux trimestriels chaînés ; provisoire"
2016,salaire moyen de la fonction publique,12.51,"INS, Caractéristiques des agents de la fonction publique et leurs salaires 2010-2021, tableau 18 (salaire mensuel brut avec contributions)",
2017,salaire moyen de la fonction publique,1.44,"INS, Caractéristiques des agents de la fonction publique et leurs salaires 2010-2021, tableau 18 (salaire mensuel brut avec contributions)",
2018,salaire moyen de la fonction publique,2.9,"INS, Caractéristiques des agents de la fonction publique et leurs salaires 2010-2021, tableau 18 (salaire mensuel brut avec contributions)",
2019,salaire moyen de la fonction publique,17.61,"INS, Caractéristiques des agents de la fonction publique et leurs salaires 2010-2021, tableau 18 (salaire mensuel brut avec contributions)",
2020,salaire moyen de la fonction publique,12.02,"INS, Caractéristiques des agents de la fonction publique et leurs salaires 2010-2021, tableau 18 (salaire mensuel brut avec contributions)",
1964,"salaire moyen déclaré à la CNSS, BCT",-6.37,"BCT, Rapport annuel 1964, p. 24 du PDF (p. 28 imprimée), « Montants des salaires déclarés à la Caisse nationale de sécurité sociale » (en milliers de dinars)","masse / effectif, effectif : nombre moyen de salariés déclarés (ligne « Nombre moyen de salaires déclarés » du tableau ; la prose dit « nombre total de salariés déclarés ») ; baisse expliquée par le rapport, « en partie, par le remplacement de certains cadres et techniciens étrangers, fortement rétribués, par des tunisiens »"
1965,"salaire moyen déclaré à la CNSS, BCT",8.27,"BCT, Rapport annuel 1965, p. 24 du PDF (p. 28 imprimée), « Salaires déclarés à la Caisse nationale de sécurité sociale » (en 1 000 dinars), par groupes, puis effectifs (« Autres groupes », « Mines »)","masse / effectif, effectif : nombre des salariés déclarés (bloc sans titre du tableau : « Autres groupes », « Mines » ; libellé de la prose, p. 23 du PDF)"
1966,"salaire moyen déclaré à la CNSS, BCT",8.01,"BCT, Rapport annuel 1966, p. 23 du PDF (p. 28 imprimée), « Salaires déclarés à la Caisse nationale de sécurité sociale » (en milliers de dinars), par branches ; effectif dans la prose","masse / effectif, effectif : nombre de salariés déclarés à la Caisse (prose)"
1967,"salaire moyen déclaré à la CNSS, BCT",4.72,"BCT, Rapport annuel 1967, p. 27 du PDF (p. 31 imprimée), « Salaires déclarés à la Caisse nationale de sécurité sociale » (en milliers de dinars), par branches ; effectif dans la prose, p. 26 du PDF (p. 30 imprimée)","masse / effectif, effectif : effectif des ouvriers affiliés à la Caisse (prose)"
1968,"salaire moyen déclaré à la CNSS, BCT",0.99,"BCT, Rapport annuel 1968, p. 32 du PDF (p. 37 imprimée), « Salaires déclarés à la Caisse nationale de sécurité sociale » (en milliers de dinars), par branches ; effectif dans la prose, p. 31 du PDF (p. 36 imprimée)","masse / effectif, effectif : effectif des ouvriers affiliés à la Caisse (prose)"
1969,"salaire moyen déclaré à la CNSS, BCT",0.12,"BCT, Rapport annuel 1969, p. 33 du PDF (p. 37 imprimée), « Salaires déclarés à la Caisse nationale de sécurité sociale » (en milliers de dinars), par branches ; effectif dans la prose, p. 32 du PDF (p. 36 imprimée)","masse / effectif, effectif : effectif des ouvriers affiliés à la Caisse (prose) ; taux d'effectif imprimé (14,8 %) incohérent avec les niveaux (14,34 %)"
1970,"salaire moyen déclaré à la CNSS, BCT",4.5,"BCT, Rapport annuel 1970, p. 40 du PDF (p. 43 imprimée), prose de « L'emploi et les salaires » et tableau « Salaires déclarés à la Caisse nationale de sécurité sociale » (en milliers de dinars), p. 41 du PDF","masse / effectif, effectif : effectif des ouvriers affiliés à la Caisse (prose)"
1971,"salaire moyen déclaré à la CNSS, BCT",11.47,"BCT, Rapport annuel 1971, p. 40 du PDF (p. 44 imprimée), « Salaires déclarés et nombre de salariés affiliés à la Caisse nationale de sécurité sociale » (« Salariés* » : « Moyenne trimestrielle des effectifs déclarés » ; « Salaires** » : « En milliers de dinars »)","masse / effectif, effectif : moyenne trimestrielle des effectifs déclarés (renvoi du tableau) ; changement de définition de l'effectif : 1970 vaut 202 029 ouvriers affiliés au RA 1970, 197 170 en moyenne trimestrielle au RA 1971"
1974,"salaire moyen déclaré à la CNSS, BCT",28.84,"BCT, Rapport annuel 1974, p. 56 du PDF (p. 57 imprimée), « Nombre de salariés affiliés et masse des salaires déclarés à la C.N.S.S. » (« Nombre de salariés* » : « Moyenne trimestrielle des effectifs déclarés »). L'en-tête dit « Salaires en 1000 D », mais les montants sont en dinars (87.204.168 ; la prose, p. 55 du PDF, dit « 87,2 millions de dinars en 1973 »)","masse / effectif, effectif : moyenne trimestrielle des effectifs déclarés (renvoi du tableau)"
